"missing_rate","runtime_sec.GHK","runtime_sec.GQT"
0,0.742282561063766,0.0932297813892364
0.1,0.641566668748856,0.081289541721344
0.2,0.570107946395874,0.0665809035301208
0.3,0.44726361989975,0.0563917589187622
0.5,0.32711372256279,0.0358418047428131
